source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
mesh	C535813	Neuropathy, hereditary motor and sensory, Russe type	skos:exactMatch	doid	DOID:0110196	Charcot-Marie-Tooth disease type 4G	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535814	Neurosarcoidosis	skos:exactMatch	doid	DOID:13403	neurosarcoidosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535895	Limb-girdle muscular dystrophy type 2A	skos:exactMatch	doid	DOID:0110275	autosomal recessive limb-girdle muscular dystrophy type 2A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535897	Limb-girdle muscular dystrophy type 2H	skos:exactMatch	doid	DOID:0110282	autosomal recessive limb-girdle muscular dystrophy type 2H	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535899	Limb-girdle muscular dystrophy, type 2B	skos:exactMatch	doid	DOID:0110276	autosomal recessive limb-girdle muscular dystrophy type 2B	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535900	Limb-girdle muscular dystrophy, type 2C	skos:exactMatch	doid	DOID:0110277	autosomal recessive limb-girdle muscular dystrophy type 2C	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535904	Lipase deficiency combined	skos:exactMatch	doid	DOID:0111422	familial lipase maturation factor 1 deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535955	Epidermolysa bullosa simplex and limb girdle muscular dystrophy	skos:exactMatch	doid	DOID:0090017	epidermolysis bullosa simplex with muscular dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C535984	Congenital bilateral aplasia of vas deferens	skos:exactMatch	doid	DOID:0111862	congenital bilateral absence of vas deferens	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536008	Achalasia Addisonianism Alacrimia syndrome	skos:exactMatch	doid	DOID:0050602	triple-A syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536014	Acheiropodia	skos:exactMatch	doid	DOID:0050603	acheiropody	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536024	Marsden syndrome	skos:exactMatch	doid	DOID:0111755	Leber hereditary optic neuropathy and dystonia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536038	Medium chain acyl CoA dehydrogenase deficiency	skos:exactMatch	doid	DOID:0080153	medium chain acyl-CoA dehydrogenase deficiency	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536042	Osteogenesis imperfecta, type 2A	skos:exactMatch	doid	DOID:0110341	osteogenesis imperfecta type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536096	Myoclonic dystonia	skos:exactMatch	doid	DOID:0090033	myoclonic dystonia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536102	Myopathy, congenital nonprogressive with Moebius and Robin sequences	skos:exactMatch	doid	DOID:0080194	Carey-Fineman-Ziter syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536108	N syndrome	skos:exactMatch	doid	DOID:0050769	N syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536129	Achromatopsia 3	skos:exactMatch	doid	DOID:0110008	achromatopsia 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536131	Meckel syndrome type 2	skos:exactMatch	doid	DOID:0070116	Meckel syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536132	Meckel syndrome type 3	skos:exactMatch	doid	DOID:0070117	Meckel syndrome 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536162	Keratosis palmoplantaris striata 1	skos:exactMatch	doid	DOID:0081108	keratosis palmoplantaris striata 1	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536166	Keshan disease	skos:exactMatch	doid	DOID:0050083	Keshan disease	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536169	Diaphyseal medullary stenosis with malignant fibrous histiocytoma	skos:exactMatch	doid	DOID:0080664	diaphyseal medullary stenosis with malignant fibrous histiocytoma	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536173	Diffuse palmoplantar keratoderma, Bothnian type	skos:exactMatch	doid	DOID:0111707	Bothnian type palmoplantar keratoderma	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536190	Ectodermal dysplasia, ectrodactyly, and macular dystrophy	skos:exactMatch	doid	DOID:0111649	ectodermal dysplasia, ectrodactyly, and macular dystrophy syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536201	Ehlers-Danlos syndrome, progeroid form	skos:exactMatch	doid	DOID:0050802	Ehlers-Danlos syndrome progeroid type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536223	Cushing's symphalangism	skos:exactMatch	doid	DOID:0050788	proximal symphalangism	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536237	Blount disease	skos:exactMatch	doid	DOID:14798	Blount's disease	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536253	Pyogenic arthritis, pyoderma gangrenosum, and acne	skos:exactMatch	doid	DOID:0080519	PAPA syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536273	Ichthyosis with hypotrichosis, autosomal recessive	skos:exactMatch	doid	DOID:0060720	autosomal recessive congenital ichthyosis 11	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536288	Thymic aplasia	skos:exactMatch	doid	DOID:2012	Nezelof syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536309	Patterned dystrophy of retinal pigment epithelium	skos:exactMatch	doid	DOID:0060863	patterned macular dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536317	PEHO syndrome	skos:exactMatch	doid	DOID:0080539	PEHO syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536330	Polycystic liver disease	skos:exactMatch	doid	DOID:0050770	polycystic liver disease	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536358	Anemia, sideroblastic spinocerebellar ataxia	skos:exactMatch	doid	DOID:0050554	X-linked sideroblastic anemia with ataxia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536382	Exudative vitreoretinopathy 1	skos:exactMatch	doid	DOID:0111412	exudative vitreoretinopathy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536424	Progressive hearing loss stapes fixation	skos:exactMatch	doid	DOID:0111737	X-linked deafness 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536446	Corpus callosum agenesis neuronopathy	skos:exactMatch	doid	DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536450	Cowchock syndrome	skos:exactMatch	doid	DOID:0110212	Charcot-Marie-Tooth disease X-linked recessive 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536464	Waardenburg syndrome type 2A	skos:exactMatch	doid	DOID:0110950	Waardenburg syndrome type 2A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536465	Waardenburg syndrome type 2B	skos:exactMatch	doid	DOID:0110947	Waardenburg syndrome type 2B	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536512	Thiopurine S methyltranferase deficiency	skos:exactMatch	doid	DOID:0080172	thiopurine S-methyltransferase deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536560	Chanarin-Dorfman Syndrome	skos:exactMatch	doid	DOID:0050729	neutral lipid storage disease	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536573	Boomerang dysplasia	skos:exactMatch	doid	DOID:0050680	Boomerang dysplasia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536595	Alzheimer disease type 2	skos:exactMatch	doid	DOID:0110035	Alzheimer's disease 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536596	Alzheimer disease type 4	skos:exactMatch	doid	DOID:0110040	Alzheimer's disease 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536598	Alzheimer disease, familial, type 3	skos:exactMatch	doid	DOID:0110042	Alzheimer's disease 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536600	Amaurosis congenita of Leber, type 1	skos:exactMatch	doid	DOID:0110078	Leber congenital amaurosis 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536601	Amaurosis congenita of Leber, type 2	skos:exactMatch	doid	DOID:0110016	Leber congenital amaurosis 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536602	Amaurosis congenita of Leber, type 5	skos:exactMatch	doid	DOID:0110215	Leber congenital amaurosis 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536603	Amaurosis congenita of Leber, type 9	skos:exactMatch	doid	DOID:0110005	Leber congenital amaurosis 9	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536642	Spastic paraplegia 15, autosomal recessive	skos:exactMatch	doid	DOID:0110768	hereditary spastic paraplegia 15	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536644	Spastic paraplegia 17	skos:exactMatch	doid	DOID:0110770	hereditary spastic paraplegia 17	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536657	Periodic fever, familial, autosomal dominant	skos:exactMatch	doid	DOID:0090018	autosomal dominant familial periodic fever	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536678	Snyder Robinson syndrome	skos:exactMatch	doid	DOID:0060802	syndromic X-linked intellectual disability Snyder type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536708	Wilson-Turner X-linked mental retardation syndrome	skos:exactMatch	doid	DOID:0060814	Wilson-Turner syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536761	X-linked sideroblastic anemia	skos:exactMatch	doid	DOID:0060063	sideroblastic anemia 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536766	Xeroderma pigmentosum, variant type	skos:exactMatch	doid	DOID:0110847	xeroderma pigmentosum variant type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536772	Syphilis, primary	skos:exactMatch	doid	DOID:4156	primary syphilis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536781	T-cell immunodeficiency, congenital alopecia and nail dystrophy	skos:exactMatch	doid	DOID:0060769	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536825	Glomerulonephritis sparse hair telangiectases	skos:exactMatch	doid	DOID:0111360	hypotrichosis-lymphedema-telangiectasia-renal defect syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536855	Fanconi like syndrome	skos:exactMatch	doid	DOID:0090066	Fanconi-like syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536858	Spastic paraplegia 20, autosomal recessive	skos:exactMatch	doid	DOID:0050886	Troyer syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536859	Spastic paraplegia 23	skos:exactMatch	doid	DOID:0110774	hereditary spastic paraplegia 23	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536862	Spastic paraplegia 26, autosomal recessive	skos:exactMatch	doid	DOID:0110777	hereditary spastic paraplegia 26	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536875	Arrest of spermatogenesis	skos:exactMatch	doid	DOID:0070176	spermatogenic failure 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536880	Spinal muscular atrophy with respiratory distress 1	skos:exactMatch	doid	DOID:0111064	distal spinal muscular atrophy 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536911	Familial medullary thyroid carcinoma	skos:exactMatch	doid	DOID:0050547	familial medullary thyroid carcinoma	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536919	Tietz syndrome	skos:exactMatch	doid	DOID:0090002	Tietz syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536943	NOG-Related-Symphalangism Spectrum Disorder	skos:exactMatch	doid	DOID:0050789	tarsal-carpal coalition syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536969	Torsion dystonia with onset in infancy	skos:exactMatch	doid	DOID:0090058	torsion dystonia with onset in infancy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536974	Townes-Brocks syndrome	skos:exactMatch	doid	DOID:0050887	Townes-Brocks syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C536987	Mosaic variegated aneuploidy syndrome	skos:exactMatch	doid	DOID:0080141	mosaic variegated aneuploidy syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C536987	Mosaic variegated aneuploidy syndrome	skos:exactMatch	doid	DOID:0080688	mosaic variegated aneuploidy syndrome	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537005	Complement component 5 deficiency	skos:exactMatch	doid	DOID:8158	complement component 5 deficiency	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537027	Lipoid congenital adrenal hyperplasia	skos:exactMatch	doid	DOID:0050811	congenital adrenal hyperplasia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537043	Albinism ocular late onset sensorineural deafness	skos:exactMatch	doid	DOID:0090100	ocular albinism with sensorineural deafness	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537087	Brachydactyly preaxial with hallux varus and thumb abduction	skos:exactMatch	doid	DOID:0110962	brachydactyly-preaxial hallux varus syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537088	Brachydactyly type A1	skos:exactMatch	doid	DOID:0110964	brachydactyly type A1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537090	Brachydactyly type A3	skos:exactMatch	doid	DOID:0110966	brachydactyly type A3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537094	Brachydactyly types B and E combined	skos:exactMatch	doid	DOID:0110963	Ballard syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537097	Brachymesophalangy 2 and 5	skos:exactMatch	doid	DOID:0110967	brachydactyly type A4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537098	Brachyolmia	skos:exactMatch	doid	DOID:0050690	brachyolmia	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537104	Branchiootic syndrome	skos:exactMatch	doid	DOID:0060232	branchiootic syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537117	LEOPARD syndrome, 2	skos:exactMatch	doid	DOID:0080549	LEOPARD syndrome 2	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537125	Optic atrophy, X-linked	skos:exactMatch	doid	DOID:0111443	optic atrophy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537126	Optic atrophy 5	skos:exactMatch	doid	DOID:0111438	optic atrophy 5	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537127	Optic atrophy 6	skos:exactMatch	doid	DOID:0111435	optic atrophy 6	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537129	Optic atrophy polyneuropathy deafness	skos:exactMatch	doid	DOID:0110210	Charcot-Marie-Tooth disease X-linked recessive 5	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537135	Orofaciodigital syndrome, Shashi type	skos:exactMatch	doid	DOID:0060826	syndromic X-linked intellectual disability Shashi type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537149	Hypogammaglobulinemia and Isolated growth hormone deficiency, X-linked	skos:exactMatch	doid	DOID:0060875	isolated growth hormone deficiency type III	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537150	Hypoglycemia, leucine-induced	skos:exactMatch	doid	DOID:0112262	leucine-sensitive hypoglycemia of infancy	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537176	Parkinson disease 3	skos:exactMatch	doid	DOID:0111250	Parkinson's disease 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537179	Parkinsonism, early onset with mental retardation	skos:exactMatch	doid	DOID:0111781	Waisman syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537181	Paroxysmal nonkinesigenic dyskinesia	skos:exactMatch	doid	DOID:0090049	paroxysmal nonkinesigenic dyskinesia 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537189	Rufous oculocutaneous albinism	skos:exactMatch	doid	DOID:0070097	oculocutaneous albinism type III	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537199	Spinocerebellar ataxia 20	skos:exactMatch	doid	DOID:0050971	spinocerebellar ataxia type 20	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537210	Knuckle pads, leuconychia and sensorineural deafness	skos:exactMatch	doid	DOID:0050658	Bart-Pumphrey syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537257	Hepatic venoocclusive disease with immunodeficiency	skos:exactMatch	doid	DOID:0112254	hepatic venoocclusive disease with immunodeficiency	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537264	Lamellar ichthyosis, type 2	skos:exactMatch	doid	DOID:0060712	autosomal recessive congenital ichthyosis 4A	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537286	Gonadal dysgenesis XX type deafness	skos:exactMatch	doid	DOID:0050857	Perrault syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537344	Sinonasal undifferentiated carcinoma	skos:exactMatch	doid	DOID:0080799	sinonasal undifferentiated carcinoma	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537360	Methylmalonic aciduria cblA type	skos:exactMatch	doid	DOID:0060742	methylmalonic acidemia cblA type	manually_reviewed	orcid:0000-0001-9439-5346
mesh	C537362	Immunodeficiency syndrome, variable	skos:exactMatch	doid	DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537404	Pituitary dwarfism 1	skos:exactMatch	doid	DOID:0060873	isolated growth hormone deficiency type IA	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537406	Bruck syndrome 1	skos:exactMatch	doid	DOID:0060231	Bruck syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537459	Meretoja syndrome	skos:exactMatch	doid	DOID:0050637	Finnish type amyloidosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537472	Miles-Carpenter x-linked mental retardation syndrome	skos:exactMatch	doid	DOID:0060815	Miles-Carpenter syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537521	Scleroatonic muscular dystrophy	skos:exactMatch	doid	DOID:0050558	Ullrich congenital muscular dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537533	Seckel syndrome 1	skos:exactMatch	doid	DOID:0070007	Seckel syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537534	Seckel syndrome 2	skos:exactMatch	doid	DOID:0070013	Seckel syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537565	Jarcho-Levin syndrome	skos:exactMatch	doid	DOID:0050568	spondylocostal dysostosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537571	Jeune syndrome	skos:exactMatch	doid	DOID:0050592	asphyxiating thoracic dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537577	Microcephalic osteodysplastic primordial dwarfism, type 1	skos:exactMatch	doid	DOID:0060608	microcephalic osteodysplastic primordial dwarfism type I	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537582	Sennetsu Fever	skos:exactMatch	doid	DOID:0050485	sennetsu fever	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537589	Severe combined immunodeficiency with sensitivity to ionizing radiation	skos:exactMatch	doid	DOID:0090012	severe combined immunodeficiency with sensitivity to ionizing radiation	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537607	Rhizomelic chondrodysplasia punctata, type 2	skos:exactMatch	doid	DOID:0110852	rhizomelic chondrodysplasia punctata type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537608	Rhizomelic chondrodysplasia punctata, type 3	skos:exactMatch	doid	DOID:0110853	rhizomelic chondrodysplasia punctata type 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537617	Krause-Kivlin syndrome	skos:exactMatch	doid	DOID:0080201	Peters plus syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537651	Bartter syndrome, antenatal , type 2	skos:exactMatch	doid	DOID:0110143	Bartter disease type 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537652	Bartter syndrome, antenatal type 1	skos:exactMatch	doid	DOID:0110142	Bartter disease type 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537655	Basal cell carcinoma, infundibulocystic	skos:exactMatch	doid	DOID:4279	infundibulocystic basal cell carcinoma	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537698	Juvenile macular degeneration and hypotrichosis	skos:exactMatch	doid	DOID:0110711	congenital hypotrichosis with juvenile macular dystrophy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537700	Juvenile osteoporosis	skos:exactMatch	doid	DOID:12559	idiopathic juvenile osteoporosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537702	Juvenile polyposis syndrome	skos:exactMatch	doid	DOID:0050787	juvenile polyposis syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537709	Hermansky Pudlak syndrome 2	skos:exactMatch	doid	DOID:0060540	Hermansky-Pudlak syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537729	Oculocutaneous albinism type 1B	skos:exactMatch	doid	DOID:0070095	oculocutaneous albinism type IB	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537730	Oculocutaneous albinism type 2	skos:exactMatch	doid	DOID:0070096	oculocutaneous albinism type II	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537738	Oculopalatoskeletal syndrome	skos:exactMatch	doid	DOID:0060575	3MC syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537755	Renal dysplasia diffuse cystic	skos:exactMatch	doid	DOID:0111682	diffuse cystic renal dysplasia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537769	Anophthalmos with limb anomalies	skos:exactMatch	doid	DOID:0060861	microphthalmia with limb anomalies	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537786	Aphakia, congenital primary	skos:exactMatch	doid	DOID:11367	congenital aphakia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537791	Axial osteomalacia	skos:exactMatch	doid	DOID:0080039	axial osteomalacia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537847	Noonan syndrome 3	skos:exactMatch	doid	DOID:0060581	Noonan syndrome 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537856	Nystagmus 4, congenital, autosomal dominant	skos:exactMatch	doid	DOID:0111794	congenital nystagmus 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537901	Bamforth syndrome	skos:exactMatch	doid	DOID:0050655	Bamforth-Lazarus syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537904	Bantu siderosis	skos:exactMatch	doid	DOID:0111033	African iron overload	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537909	Bardet-Biedl syndrome 1	skos:exactMatch	doid	DOID:0110123	Bardet-Biedl syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537910	Bardet-Biedl syndrome 2	skos:exactMatch	doid	DOID:0110124	Bardet-Biedl syndrome 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537911	Bardet-Biedl syndrome 3	skos:exactMatch	doid	DOID:0110125	Bardet-Biedl syndrome 3	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537912	Bardet-Biedl syndrome 4	skos:exactMatch	doid	DOID:0110126	Bardet-Biedl syndrome 4	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537915	Chondrodysplasia, Grebe type	skos:exactMatch	doid	DOID:0080052	acromesomelic dysplasia, Grebe type	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537919	Fertile eunuch syndrome	skos:exactMatch	doid	DOID:0090091	hypogonadotropic hypogonadism 23 with or without anosmia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537944	Amyloidosis, Cerebroarterial, App-Related	skos:exactMatch	doid	DOID:0070028	APP-related cerebral amyloid angiopathy	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537984	Charcot-Marie-Tooth disease, Type 1C	skos:exactMatch	doid	DOID:0110151	Charcot-Marie-Tooth disease type 1C	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537985	Charcot-Marie-Tooth disease, Type 1D	skos:exactMatch	doid	DOID:0110150	Charcot-Marie-Tooth disease type 1D	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537989	Charcot-Marie-Tooth disease, Type 2B	skos:exactMatch	doid	DOID:0110159	Charcot-Marie-Tooth disease type 2B	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537990	Charcot-Marie-Tooth disease, Type 2B1	skos:exactMatch	doid	DOID:0110156	Charcot-Marie-Tooth disease type 2B1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C537991	Charcot-Marie-Tooth disease, Type 2B2	skos:exactMatch	doid	DOID:0110179	Charcot-Marie-Tooth disease type 2B2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538024	Chromosome 9p Deletion Syndrome	skos:exactMatch	doid	DOID:0060732	chromosome 9p deletion syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538052	Propping Zerres syndrome	skos:exactMatch	doid	DOID:0050601	ADULT syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538053	Adult-onset citrullinemia type 2	skos:exactMatch	doid	DOID:0070342	adult-onset type II citrullinemia	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538104	Pallidopyramidal syndrome	skos:exactMatch	doid	DOID:0060372	Parkinson's disease 15	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538132	Lacrimoauriculodentodigital syndrome	skos:exactMatch	doid	DOID:0050331	LADD syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538150	Syndactyly Cenani Lenz type	skos:exactMatch	doid	DOID:0090015	Cenani-Lenz syndactyly syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538156	Synostoses, tarsal, carpal, and digital	skos:exactMatch	doid	DOID:14762	calcaneonavicular coalition	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538178	Acrodermatitis enteropathica	skos:exactMatch	doid	DOID:0050605	acrodermatitis enteropathica	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538184	Acrofacial dysostosis, Nager type	skos:exactMatch	doid	DOID:5768	Nager acrofacial dysostosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538192	Furlong syndrome	skos:exactMatch	doid	DOID:0070235	Loeys-Dietz syndrome 1	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538197	Deafness, autosomal dominant nonsyndromic sensorineural 22	skos:exactMatch	doid	DOID:0110552	autosomal dominant nonsyndromic deafness 22	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538202	Deafness, autosomal recessive 51	skos:exactMatch	doid	DOID:0110508	autosomal recessive nonsyndromic deafness 51	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538203	Deafness, autosomal recessive 55	skos:exactMatch	doid	DOID:0110510	autosomal recessive nonsyndromic deafness 55	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538209	Dementia, familial Danish	skos:exactMatch	doid	DOID:0070030	ITM2B-related cerebral amyloid angiopathy 2	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538225	Adams Oliver syndrome	skos:exactMatch	doid	DOID:0060227	Adams-Oliver syndrome	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538241	Amelogenesis imperfecta nephrocalcinosis	skos:exactMatch	doid	DOID:0110066	amelogenesis imperfecta type 1G	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538249	Amyloidosis, familial visceral	skos:exactMatch	doid	DOID:0050636	familial visceral amyloidosis	manually_reviewed	orcid:0000-0003-1307-2508
mesh	C538263	Atrial septal defect 2	skos:exactMatch	doid	DOID:0110107	atrial heart septal defect 2	manually_reviewed	orcid:0000-0003-1307-2508
